Gaji_D_Id,Gaji_H_Id,Karyawan_Id,Nilai_Gaji
5716,12,604,8002418
5717,12,111,8002418
5718,12,414,4788228
5719,12,72,4939757
5720,12,515,4528231
5721,12,13,8478691
5722,12,416,14550934
5723,12,92,8002418
5724,12,526,4939757
5725,12,625,13270061
5726,12,436,9471530
5727,12,85,8002418
5728,12,447,13270061
5729,12,102,14550934
5730,12,232,7872252
5731,12,164,13270061
5732,12,697,8478691
5733,12,508,14550934
5734,12,20,9471530
5735,12,634,9471530
5736,12,38,4788228
5737,12,510,8002418
5738,12,259,13270061
5739,12,226,7760393
5740,12,299,7872252
5741,12,685,4528231
5742,12,492,4788228
5743,12,551,8478691
5744,12,168,14550934
5745,12,145,7872252
5746,12,152,8002418
5747,12,635,8002418
5748,12,304,7760393
5749,12,462,13270061
5750,12,205,14550934
5751,12,484,4939757
5752,12,448,7760393
5753,12,677,9471530
5754,12,51,14550934
5755,12,368,9471530
5756,12,695,14550934
5757,12,644,13270061
5758,12,539,4788228
5759,12,323,7760393
5760,12,136,8002418
5761,12,160,7760393
5762,12,356,13270061
5763,12,34,4939757
5764,12,281,8002418
5765,12,641,14550934
5766,12,316,8478691
5767,12,403,13270061
5768,12,580,9471530
5769,12,97,4528231
5770,12,594,4939757
5771,12,430,14550934
5772,12,501,4528231
5773,12,148,4939757
5774,12,506,4788228
5775,12,542,4528231
5776,12,379,7872252
5777,12,370,14550934
5778,12,592,4528231
5779,12,125,4528231
5780,12,509,7760393
5781,12,101,13270061
5782,12,534,4528231
5783,12,215,4939757
5784,12,14,8478691
5785,12,490,7872252
5786,12,290,4528231
5787,12,438,9471530
5788,12,282,13270061
5789,12,606,14550934
5790,12,417,14550934
5791,12,522,7872252
5792,12,461,7872252
5793,12,498,8002418
5794,12,402,8002418
5795,12,165,7760393
5796,12,253,8002418
5797,12,543,4939757
5798,12,182,9471530
5799,12,646,8478691
5800,12,419,4528231
5801,12,181,4939757
5802,12,460,8002418
5803,12,214,14550934
5804,12,285,14550934
5805,12,422,4528231
5806,12,638,4528231
5807,12,632,8478691
5808,12,663,4788228
5809,12,610,7760393
5810,12,279,7760393
5811,12,208,7872252
5812,12,153,9471530
5813,12,213,9471530
5814,12,272,9471530
5815,12,350,13270061
5816,12,555,9471530
5817,12,220,8478691
5818,12,382,4788228
5819,12,60,13270061
5820,12,595,4788228
5821,12,374,4939757
5822,12,584,4939757
5823,12,162,13270061
5824,12,62,13270061
5825,12,410,4788228
5826,12,179,8478691
5827,12,84,4939757
5828,12,473,4939757
5829,12,171,9471530
5830,12,631,9471530
5831,12,139,4939757
5832,12,371,4528231
5833,12,266,14550934
5834,12,380,7760393
5835,12,189,4788228
5836,12,108,9471530
5837,12,176,13270061
5838,12,662,4528231
5839,12,560,7872252
5840,12,683,13270061
5841,12,535,4528231
5842,12,652,8002418
5843,12,318,8478691
5844,12,693,4528231
5845,12,107,9471530
5846,12,94,4788228
5847,12,328,4939757
5848,12,524,4788228
5849,12,274,14550934
5850,12,303,13270061
5851,12,531,14550934
5852,12,429,4528231
5853,12,140,4788228
5854,12,383,14550934
5855,12,156,13270061
5856,12,583,4788228
5857,12,275,9471530
5858,12,381,9471530
5859,12,406,7760393
5860,12,155,8478691
5861,12,667,8478691
5862,12,520,8478691
5863,12,89,7872252
5864,12,127,8002418
5865,12,586,7760393
5866,12,489,8002418
5867,12,123,14550934
5868,12,103,4528231
5869,12,401,4939757
5870,12,657,4528231
5871,12,18,14550934
5872,12,345,8002418
5873,12,424,8002418
5874,12,211,9471530
5875,12,545,7872252
5876,12,399,8478691
5877,12,569,7872252
5878,12,238,7872252
5879,12,340,7872252
5880,12,649,8002418
5881,12,440,14550934
5882,12,183,8478691
5883,12,570,14550934
5884,12,562,8002418
5885,12,671,4939757
5886,12,251,4939757
5887,12,661,8478691
5888,12,230,4939757
5889,12,367,8478691
5890,12,480,8478691
5891,12,83,4528231
5892,12,628,4939757
5893,12,16,8002418
5894,12,425,8002418
5895,12,86,8478691
5896,12,300,7872252
5897,12,432,13270061
5898,12,273,8002418
5899,12,311,4528231
5900,12,384,9471530
5901,12,280,13270061
5902,12,221,7760393
5903,12,332,13270061
5904,12,581,4528231
5905,12,435,4788228
5906,12,654,8478691
5907,12,143,9471530
5908,12,571,14550934
5909,12,691,4788228
5910,12,191,8002418
5911,12,449,8002418
5912,12,341,7872252
5913,12,325,9471530
5914,12,389,4528231
5915,12,664,4528231
5916,12,690,13270061
5917,12,665,8002418
5918,12,276,7760393
5919,12,355,13270061
5920,12,552,9471530
5921,12,347,7872252
5922,12,201,7760393
5923,12,670,4788228
5924,12,561,7760393
5925,12,457,4528231
5926,12,76,7872252
5927,12,186,8002418
5928,12,73,13270061
5929,12,673,13270061
5930,12,572,7760393
5931,12,149,7872252
5932,12,229,8002418
5933,12,686,9471530
5934,12,359,7872252
5935,12,472,9471530
5936,12,500,14550934
5937,12,173,4788228
5938,12,651,7760393
5939,12,81,4788228
5940,12,305,7760393
5941,12,128,8002418
5942,12,166,4788228
5943,12,443,14550934
5944,12,292,8002418
5945,12,698,4528231
5946,12,204,9471530
5947,12,616,4788228
5948,12,37,13270061
5949,12,109,8002418
5950,12,540,14550934
5951,12,463,9471530
5952,12,351,7872252
5953,12,174,4788228
5954,12,469,8478691
5955,12,21,8478691
5956,12,465,4788228
5957,12,378,13270061
5958,12,626,4528231
5959,12,655,7760393
5960,12,228,14550934
5961,12,567,4528231
5962,12,335,9471530
5963,12,593,4939757
5964,12,392,13270061
5965,12,458,4528231
5966,12,203,7760393
5967,12,241,14550934
5968,12,48,4528231
5969,12,331,8478691
5970,12,308,4528231
5971,12,218,14550934
5972,12,666,7872252
5973,12,612,8478691
5974,12,397,8478691
5975,12,471,14550934
5976,12,605,9471530
5977,12,597,4939757
5978,12,118,7760393
5979,12,431,4528231
5980,12,56,7872252
5981,12,357,7872252
5982,12,93,8478691
5983,12,409,7760393
5984,12,307,4788228
5985,12,224,14550934
5986,12,297,4939757
5987,12,78,4788228
5988,12,27,14550934
5989,12,645,13270061
5990,12,478,4939757
5991,12,194,7760393
5992,12,265,4939757
5993,12,209,8002418
5994,12,344,8478691
5995,12,358,9471530
5996,12,154,14550934
5997,12,487,4939757
5998,12,96,4939757
5999,12,412,4528231
6000,12,314,9471530
6001,12,58,9471530
6002,12,614,8002418
6003,12,210,13270061
6004,12,672,4788228
6005,12,33,9471530
6006,12,322,8002418
6007,12,488,13270061
6008,12,479,4528231
6009,12,483,4939757
6010,12,55,4939757
6011,12,163,14550934
6012,12,366,9471530
6013,12,11,7760393
6014,12,334,8002418
6015,12,65,4528231
6016,12,44,4939757
6017,12,688,14550934
6018,12,427,8478691
6019,12,418,9471530
6020,12,247,4788228
6021,12,320,7760393
6022,12,413,4528231
6023,12,63,7872252
6024,12,66,14550934
6025,12,346,9471530
6026,12,146,7760393
6027,12,361,7760393
6028,12,175,9471530
6029,12,587,4939757
6030,12,115,14550934
6031,12,482,9471530
6032,12,161,4939757
6033,12,676,8002418
6034,12,61,14550934
6035,12,600,9471530
6036,12,546,8478691
6037,12,150,8478691
6038,12,564,4528231
6039,12,400,8002418
6040,12,373,4939757
6041,12,262,4939757
6042,12,523,9471530
6043,12,619,7872252
6044,12,237,7760393
6045,12,527,7760393
6046,12,348,13270061
6047,12,496,8478691
6048,12,142,13270061
6049,12,294,13270061
6050,12,233,4939757
6051,12,364,9471530
6052,12,198,4528231
6053,12,642,8478691
6054,12,516,13270061
6055,12,421,8478691
6056,12,16,8002418
6057,12,371,4528231
6058,12,361,7760393
6059,12,160,7760393
6060,12,365,9471530
6061,13,580,9471530
6062,13,231,9471530
6063,13,150,8478691
6064,13,671,4939757
6065,13,216,14550934
6066,13,9,4788228
6067,13,609,9471530
6068,13,51,14550934
6069,13,518,4939757
6070,13,451,9471530
6071,13,3,7872252
6072,13,318,8478691
6073,13,228,14550934
6074,13,145,7872252
6075,13,461,7872252
6076,13,213,9471530
6077,13,678,13270061
6078,13,343,13270061
6079,13,187,8002418
6080,13,402,8002418
6081,13,668,7872252
6082,13,337,7760393
6083,13,70,13270061
6084,13,141,8478691
6085,13,532,7760393
6086,13,21,8478691
6087,13,203,7760393
6088,13,265,4939757
6089,13,58,9471530
6090,13,395,4528231
6091,13,390,4939757
6092,13,176,13270061
6093,13,211,9471530
6094,13,634,9471530
6095,13,117,4528231
6096,13,360,4939757
6097,13,323,7760393
6098,13,10,7872252
6099,13,551,8478691
6100,13,334,8002418
6101,13,596,4939757
6102,13,481,14550934
6103,13,524,4788228
6104,13,29,14550934
6105,13,309,7760393
6106,13,115,14550934
6107,13,471,14550934
6108,13,515,4528231
6109,13,258,13270061
6110,13,401,4939757
6111,13,132,13270061
6112,13,13,8478691
6113,13,460,8002418
6114,13,697,8478691
6115,13,270,7872252
6116,13,201,7760393
6117,13,219,14550934
6118,13,544,7872252
6119,13,550,4528231
6120,13,158,8002418
6121,13,153,9471530
6122,13,69,9471530
6123,13,315,14550934
6124,13,439,4528231
6125,13,20,9471530
6126,13,477,7872252
6127,13,88,8002418
6128,13,196,7760393
6129,13,329,4528231
6130,13,458,4528231
6131,13,698,4528231
6132,13,441,13270061
6133,13,121,4788228
6134,13,557,7872252
6135,13,374,4939757
6136,13,431,4528231
6137,13,81,4788228
6138,13,577,14550934
6139,13,346,9471530
6140,13,61,14550934
6141,13,448,7760393
6142,13,123,14550934
6143,13,274,14550934
6144,13,192,14550934
6145,13,623,8002418
6146,13,652,8002418
6147,13,428,8478691
6148,13,590,7760393
6149,13,406,7760393
6150,13,545,7872252
6151,13,474,7872252
6152,13,80,8002418
6153,13,215,4939757
6154,13,55,4939757
6155,13,155,8478691
6156,13,482,9471530
6157,13,416,14550934
6158,13,341,7872252
6159,13,227,14550934
6160,13,108,9471530
6161,13,587,4939757
6162,13,57,9471530
6163,13,655,7760393
6164,13,224,14550934
6165,13,19,7760393
6166,13,245,14550934
6167,13,392,13270061
6168,13,653,4528231
6169,13,475,8478691
6170,13,419,4528231
6171,13,35,4528231
6172,13,181,4939757
6173,13,156,13270061
6174,13,452,13270061
6175,13,651,7760393
6176,13,444,4939757
6177,13,191,8002418
6178,13,455,8002418
6179,13,484,4939757
6180,13,73,13270061
6181,13,294,13270061
6182,13,598,4939757
6183,13,77,8002418
6184,13,456,7872252
6185,13,15,9471530
6186,13,182,9471530
6187,13,674,9471530
6188,13,253,8002418
6189,13,12,9471530
6190,13,579,4528231
6191,13,208,7872252
6192,13,432,13270061
6193,13,359,7872252
6194,13,575,4939757
6195,13,519,4528231
6196,13,319,8478691
6197,13,462,13270061
6198,13,170,4788228
6199,13,1,9471530
6200,13,635,8002418
6201,13,43,4528231
6202,13,342,13270061
6203,13,160,7760393
6204,13,520,8478691
6205,13,663,4788228
6206,13,616,4788228
6207,13,279,7760393
6208,13,507,7760393
6209,13,367,8478691
6210,13,696,4528231
6211,13,244,4528231
6212,13,332,13270061
6213,13,44,4939757
6214,13,378,13270061
6215,13,638,4528231
6216,13,62,13270061
6217,13,595,4788228
6218,13,558,9471530
6219,13,250,4939757
6220,13,473,4939757
6221,13,385,8478691
6222,13,666,7872252
6223,13,59,9471530
6224,13,398,7872252
6225,13,483,4939757
6226,13,366,9471530
6227,13,470,8478691
6228,13,538,4528231
6229,13,361,7760393
6230,13,271,7760393
6231,13,485,14550934
6232,13,488,13270061
6233,13,662,4528231
6234,13,65,4528231
6235,13,689,8002418
6236,13,190,4528231
6237,13,676,8002418
6238,13,296,4788228
6239,13,396,4528231
6240,13,249,14550934
6241,13,4,7872252
6242,13,151,4528231
6243,13,690,13270061
6244,13,365,9471530
6245,13,149,7872252
6246,13,496,8478691
6247,13,131,13270061
6248,13,440,14550934
6249,13,645,13270061
6250,13,202,7760393
6251,13,45,13270061
6252,13,389,4528231
6253,13,497,7872252
6254,13,479,4528231
6255,13,613,7760393
6256,13,498,8002418
6257,13,243,7760393
6258,13,552,9471530
6259,13,280,13270061
6260,13,404,7872252
6261,13,604,8002418
6262,13,504,8478691
6263,13,104,14550934
6264,13,282,13270061
6265,13,223,13270061
6266,13,99,8002418
6267,13,90,4939757
6268,13,240,8002418
6269,13,527,7760393
6270,13,267,9471530
6271,13,397,8478691
6272,13,593,4939757
6273,13,608,9471530
6274,13,541,13270061
6275,13,232,7872252
6276,13,529,4528231
6277,13,430,14550934
6278,13,186,8002418
6279,13,637,4939757
6280,13,349,7760393
6281,13,454,4528231
6282,13,589,13270061
6283,13,242,7760393
6284,13,672,4788228
6285,13,165,7760393
6286,13,330,8002418
6287,13,601,7872252
6288,13,125,4528231
6289,13,39,9471530
6290,13,650,7872252
6291,13,540,14550934
6292,13,403,13270061
6293,13,226,7760393
6294,13,322,8002418
6295,13,414,4788228
6296,13,300,7872252
6297,13,173,4788228
6298,13,212,4528231
6299,13,410,4788228
6300,13,78,4788228
6301,13,207,9471530
6302,13,607,4939757
6303,13,314,9471530
6304,13,331,8478691
6305,13,130,8478691
6306,13,199,13270061
6307,13,27,14550934
6308,13,345,8002418
6309,13,292,8002418
6310,13,465,4788228
6311,13,325,9471530
6312,13,266,14550934
6313,13,677,9471530
6314,13,531,14550934
6315,13,513,8002418
6316,13,510,8002418
6317,13,525,4528231
6318,13,136,8002418
6319,13,91,8478691
6320,13,679,4788228
6321,13,241,14550934
6322,13,120,14550934
6323,13,621,4939757
6324,13,7,7760393
6325,13,566,13270061
6326,13,299,7872252
6327,13,576,4528231
6328,13,172,13270061
6329,13,628,4939757
6330,13,118,7760393
6331,13,555,9471530
6332,13,64,4939757
6333,13,685,4528231
6334,13,699,4788228
6335,13,14,8478691
6336,13,218,14550934
6337,13,306,14550934
6338,13,633,9471530
6339,13,85,8002418
6340,13,113,7872252
6341,13,648,4528231
6342,13,269,4528231
6343,13,494,9471530
6344,13,563,4528231
6345,13,290,4528231
6346,13,144,4788228
6347,13,200,4788228
6348,13,283,14550934
6349,13,169,4528231
6350,13,631,9471530
6351,13,321,7872252
6352,13,217,8002418
6353,13,505,7760393
6354,13,313,8478691
6355,13,554,13270061
6356,13,700,9471530
6357,13,457,4528231
6358,13,257,7872252
6359,13,146,7760393
6360,13,76,7872252
6361,13,490,7872252
6362,13,95,4939757
6363,13,641,14550934
6364,13,225,4528231
6365,13,317,14550934
6366,13,301,8002418
6367,13,135,4528231
6368,13,622,7872252
6369,13,437,4788228
6370,13,336,4939757
6371,13,284,4528231
6372,13,368,9471530
6373,13,667,8478691
6374,13,478,4939757
6375,13,175,9471530
6376,13,642,8478691
6377,13,687,4528231
6378,13,6,4939757
6379,13,602,13270061
6380,13,278,8478691
6381,13,610,7760393
6382,13,119,4528231
6383,13,422,4528231
6384,13,489,8002418
6385,13,466,8478691
6386,13,87,7872252
6387,13,509,7760393
6388,13,86,8478691
6389,13,530,13270061
6390,13,491,4788228
6391,13,521,4528231
6392,13,124,4528231
6393,13,102,14550934
6394,13,147,9471530
6395,13,49,4939757
6396,13,399,8478691
6397,13,293,4939757
6398,13,629,8478691
6399,13,570,14550934
6400,13,517,14550934
6401,13,328,4939757
6402,13,572,7760393
6403,13,660,7760393
6404,13,261,4939757
6405,13,30,8002418
6406,13,66,14550934
6407,13,184,4788228
6408,13,109,8002418
6409,13,259,13270061
6410,13,603,4788228
6411,13,166,4788228
6412,13,506,4788228
6413,13,500,14550934
6414,13,618,4788228
6415,13,277,9471530
6416,13,122,13270061
6417,13,311,4528231
6418,13,209,8002418
6419,13,324,14550934
6420,13,53,4788228
6421,13,508,14550934
6422,13,229,8002418
6423,13,96,4939757
6424,13,492,4788228
6425,13,286,9471530
6426,13,469,8478691
6427,13,327,9471530
6428,13,654,8478691
6429,13,447,13270061
6430,13,512,8002418
6431,13,106,7760393
6432,13,376,7872252
6433,13,356,13270061
6434,13,32,8478691
6435,13,586,7760393
6436,13,188,7872252
6437,13,303,13270061
6438,13,626,4528231
6439,13,23,4788228
6440,13,424,8002418
6441,13,353,4528231
6442,13,686,9471530
6443,13,37,13270061
6444,13,5,13270061
6445,13,128,8002418
6446,13,669,8002418
6447,13,42,4528231
6448,13,514,4788228
6449,13,636,4788228
6450,13,405,8478691
6451,13,97,4528231
6452,13,476,13270061
6453,13,159,4939757
6454,13,129,7760393
6455,13,415,14550934
6456,13,285,14550934
6457,13,183,8478691
6458,13,287,4939757
6459,13,357,7872252
6460,13,639,13270061
6461,13,588,7760393
6462,13,340,7872252
6463,13,140,4788228
6464,13,680,4528231
6465,13,656,8002418
6466,13,338,4939757
6467,13,107,9471530
6468,13,684,8002418
6469,13,210,13270061
6470,13,142,13270061
6471,13,263,14550934
6472,13,272,9471530
6473,13,549,7760393
6474,13,52,14550934
6475,13,63,7872252
6476,13,247,4788228
6477,13,230,4939757
6478,13,339,4939757
6479,13,363,4788228
6480,13,214,14550934
6481,13,320,7760393
6482,13,195,8478691
6483,13,310,7760393
6484,13,511,4939757
6485,13,433,4528231
6486,13,152,8002418
6487,13,307,4788228
6488,13,305,7760393
6489,13,413,4528231
6490,13,68,4788228
6491,13,56,7872252
6492,13,308,4528231
6493,13,234,7872252
6494,13,362,4939757
6495,13,40,8478691
6496,13,426,14550934
6497,13,425,8002418
6498,13,594,4939757
6499,13,164,13270061
6500,13,246,13270061
6501,13,377,7872252
6502,13,221,7760393
6503,13,185,7760393
6504,13,434,14550934
6505,13,658,7760393
6506,13,101,13270061
6507,13,445,4528231
6508,13,48,4528231
6509,13,546,8478691
6510,13,100,4528231
6511,13,79,13270061
6512,13,161,4939757
6513,13,534,4528231
6514,13,539,4788228
6515,13,582,8478691
6516,13,111,8002418
6517,13,47,8478691
6518,13,193,4528231
6519,13,383,14550934
6520,13,535,4528231
6521,13,578,4788228
6522,13,501,4528231
6523,13,347,7872252
6524,13,82,9471530
6525,13,463,9471530
6526,13,197,7872252
6527,13,93,8478691
6528,13,487,4939757
6529,13,661,8478691
6530,13,233,4939757
6531,13,295,8478691
6532,13,168,14550934
6533,13,358,9471530
6534,13,275,9471530
6535,13,536,4788228
6536,13,568,4528231
6537,13,387,8478691
6538,13,574,13270061
6539,13,281,8002418
6540,13,421,8478691
6541,13,373,4939757
6542,13,565,8478691
6543,13,522,7872252
6544,13,157,4939757
6545,13,25,4528231
6546,13,194,7760393
6547,13,127,8002418
6548,13,543,4939757
6549,13,486,8478691
6550,13,138,4788228
6551,13,133,7760393
6552,13,632,8478691
6553,13,171,9471530
6554,13,659,4528231
6555,13,393,7872252
6556,13,256,7872252
6557,13,493,14550934
6558,13,692,9471530
6559,13,11,7760393
6560,13,581,4528231
6561,13,130,8478691
6562,13,166,4788228
6563,13,677,9471530
6564,13,153,9471530
6565,13,404,7872252
6566,14,36,4788228
6567,14,174,4788228
6568,14,586,7760393
6569,14,416,14550934
6570,14,313,8478691
6571,14,590,7760393
6572,14,662,4528231
6573,14,17,8478691
6574,14,272,9471530
6575,14,418,9471530
6576,14,303,13270061
6577,14,420,7872252
6578,14,373,4939757
6579,14,448,7760393
6580,14,59,9471530
6581,14,561,7760393
6582,14,159,4939757
6583,14,452,13270061
6584,14,292,8002418
6585,14,14,8478691
6586,14,331,8478691
6587,14,32,8478691
6588,14,41,7872252
6589,14,43,4528231
6590,14,534,4528231
6591,14,611,4788228
6592,14,95,4939757
6593,14,199,13270061
6594,14,510,8002418
6595,14,537,8002418
6596,14,689,8002418
6597,14,647,7760393
6598,14,576,4528231
6599,14,413,4528231
6600,14,105,8478691
6601,14,447,13270061
6602,14,197,7872252
6603,14,694,4528231
6604,14,383,14550934
6605,14,262,4939757
6606,14,558,9471530
6607,14,629,8478691
6608,14,648,4528231
6609,14,658,7760393
6610,14,156,13270061
6611,14,31,9471530
6612,14,405,8478691
6613,14,381,9471530
6614,14,67,8478691
6615,14,227,14550934
6616,14,663,4788228
6617,14,62,13270061
6618,14,494,9471530
6619,14,653,4528231
6620,14,529,4528231
6621,14,194,7760393
6622,14,245,14550934
6623,14,61,14550934
6624,14,460,8002418
6625,14,193,4528231
6626,14,507,7760393
6627,14,21,8478691
6628,14,610,7760393
6629,14,350,13270061
6630,14,226,7760393
6631,14,588,7760393
6632,14,479,4528231
6633,14,150,8478691
6634,14,430,14550934
6635,14,178,7760393
6636,14,323,7760393
6637,14,427,8478691
6638,14,382,4788228
6639,14,608,9471530
6640,14,624,7872252
6641,14,396,4528231
6642,14,690,13270061
6643,14,112,8478691
6644,14,15,9471530
6645,14,241,14550934
6646,14,53,4788228
6647,14,344,8478691
6648,14,99,8002418
6649,14,564,4528231
6650,14,606,14550934
6651,14,582,8478691
6652,14,501,4528231
6653,14,201,7760393
6654,14,667,8478691
6655,14,342,13270061
6656,14,92,8002418
6657,14,578,4788228
6658,14,310,7760393
6659,14,603,4788228
6660,14,555,9471530
6661,14,140,4788228
6662,14,96,4939757
6663,14,657,4528231
6664,14,225,4528231
6665,14,305,7760393
6666,14,35,4528231
6667,14,4,7872252
6668,14,39,9471530
6669,14,638,4528231
6670,14,274,14550934
6671,14,615,8478691
6672,14,337,7760393
6673,14,255,4939757
6674,14,496,8478691
6675,14,106,7760393
6676,14,453,8002418
6677,14,330,8002418
6678,14,34,4939757
6679,14,549,7760393
6680,14,697,8478691
6681,14,696,4528231
6682,14,126,9471530
6683,14,660,7760393
6684,14,109,8002418
6685,14,485,14550934
6686,14,168,14550934
6687,14,655,7760393
6688,14,504,8478691
6689,14,614,8002418
6690,14,324,14550934
6691,14,622,7872252
6692,14,625,13270061
6693,14,30,8002418
6694,14,340,7872252
6695,14,566,13270061
6696,14,122,13270061
6697,14,506,4788228
6698,14,82,9471530
6699,14,617,9471530
6700,14,425,8002418
6701,14,279,7760393
6702,14,351,7872252
6703,14,224,14550934
6704,14,455,8002418
6705,14,171,9471530
6706,14,560,7872252
6707,14,88,8002418
6708,14,515,4528231
6709,14,596,4939757
6710,14,355,13270061
6711,14,353,4528231
6712,14,87,7872252
6713,14,205,14550934
6714,14,444,4939757
6715,14,473,4939757
6716,14,304,7760393
6717,14,380,7760393
6718,14,13,8478691
6719,14,145,7872252
6720,14,70,13270061
6721,14,177,7760393
6722,14,336,4939757
6723,14,465,4788228
6724,14,521,4528231
6725,14,572,7760393
6726,14,392,13270061
6727,14,46,4788228
6728,14,216,14550934
6729,14,651,7760393
6730,14,451,9471530
6731,14,439,4528231
6732,14,166,4788228
6733,14,308,4528231
6734,14,531,14550934
6735,14,672,4788228
6736,14,257,7872252
6737,14,683,13270061
6738,14,476,13270061
6739,14,367,8478691
6740,14,371,4528231
6741,14,649,8002418
6742,14,311,4528231
6743,14,275,9471530
6744,14,419,4528231
6745,14,332,13270061
6746,14,104,14550934
6747,14,609,9471530
6748,14,385,8478691
6749,14,75,7872252
6750,14,623,8002418
6751,14,516,13270061
6752,14,673,13270061
6753,14,348,13270061
6754,14,74,14550934
6755,14,18,14550934
6756,14,108,9471530
6757,14,364,9471530
6758,14,298,13270061
6759,14,110,4788228
6760,14,282,13270061
6761,14,139,4939757
6762,14,137,9471530
6763,14,111,8002418
6764,14,100,4528231
6765,14,264,9471530
6766,14,231,9471530
6767,14,85,8002418
6768,14,370,14550934
6769,14,518,4939757
6770,14,598,4939757
6771,14,176,13270061
6772,14,73,13270061
6773,14,627,7760393
6774,14,215,4939757
6775,14,678,13270061
6776,14,642,8478691
6777,14,335,9471530
6778,14,280,13270061
6779,14,239,4939757
6780,14,256,7872252
6781,14,461,7872252
6782,14,492,4788228
6783,14,20,9471530
6784,14,211,9471530
6785,14,602,13270061
6786,14,681,9471530
6787,14,314,9471530
6788,14,407,9471530
6789,14,320,7760393
6790,14,175,9471530
6791,14,170,4788228
6792,14,316,8478691
6793,14,68,4788228
6794,14,634,9471530
6795,14,369,13270061
6796,14,486,8478691
6797,14,620,8002418
6798,14,191,8002418
6799,14,656,8002418
6800,14,118,7760393
6801,14,220,8478691
6802,14,554,13270061
6803,14,12,9471530
6804,14,670,4788228
6805,14,267,9471530
6806,14,142,13270061
6807,14,661,8478691
6808,14,699,4788228
6809,14,204,9471530
6810,14,514,4788228
6811,14,541,13270061
6812,14,125,4528231
6813,14,103,4528231
6814,14,271,7760393
6815,14,325,9471530
6816,14,319,8478691
6817,14,160,7760393
6818,14,146,7760393
6819,14,289,4939757
6820,14,594,4939757
6821,14,481,14550934
6822,14,361,7760393
6823,14,519,4528231
6824,14,426,14550934
6825,14,242,7760393
6826,14,469,8478691
6827,14,10,7872252
6828,14,101,13270061
6829,14,475,8478691
6830,14,401,4939757
6831,14,404,7872252
6832,14,268,4528231
6833,14,322,8002418
6834,14,293,4939757
6835,14,153,9471530
6836,14,60,13270061
6837,14,55,4939757
6838,14,266,14550934
6839,14,27,14550934
6840,14,575,4939757
6841,14,285,14550934
6842,14,692,9471530
6843,14,190,4528231
6844,14,409,7760393
6845,14,432,13270061
6846,14,607,4939757
6847,14,97,4528231
6848,14,422,4528231
6849,14,290,4528231
6850,14,400,8002418
6851,14,84,4939757
6852,14,346,9471530
6853,14,542,4528231
6854,14,599,4939757
6855,14,252,4939757
6856,14,338,4939757
6857,14,187,8002418
6858,14,636,4788228
6859,14,595,4788228
6860,14,376,7872252
6861,14,643,4788228
6862,14,172,13270061
6863,14,523,9471530
6864,14,270,7872252
6865,14,591,8002418
6866,14,236,4788228
6867,14,173,4788228
6868,14,6,4939757
6869,14,500,14550934
6870,14,52,14550934
6871,14,464,9471530
6872,14,567,4528231
6873,14,165,7760393
6874,14,509,7760393
6875,14,265,4939757
6876,14,487,4939757
6877,14,91,8478691
6878,14,47,8478691
6879,14,128,8002418
6880,14,359,7872252
6881,14,693,4528231
6882,14,300,7872252
6883,14,217,8002418
6884,14,456,7872252
6885,14,410,4788228
6886,14,258,13270061
6887,14,312,8478691
6888,14,631,9471530
6889,14,144,4788228
6890,14,671,4939757
6891,14,65,4528231
6892,14,138,4788228
6893,14,628,4939757
6894,14,685,4528231
6895,14,619,7872252
6896,14,93,8478691
6897,14,616,4788228
6898,14,66,14550934
6899,14,83,4528231
6900,14,321,7872252
6901,14,349,7760393
6902,14,123,14550934
6903,14,247,4788228
6904,14,482,9471530
6905,14,676,8002418
6906,14,390,4939757
6907,14,458,4528231
6908,14,472,9471530
6909,14,309,7760393
6910,14,251,4939757
6911,14,42,4528231
6912,14,260,7760393
6913,14,254,7872252
6914,14,131,13270061
6915,14,641,14550934
6916,14,181,4939757
6917,14,244,4528231
6918,14,248,8002418
6919,14,522,7872252
6920,14,402,8002418
6921,14,287,4939757
6922,14,345,8002418
6923,14,414,4788228
6924,14,654,8478691
6925,14,626,4528231
6926,14,117,4528231
6927,14,219,14550934
6928,14,317,14550934
6929,14,587,4939757
6930,14,80,8002418
6931,14,665,8002418
6932,14,186,8002418
6933,14,208,7872252
6934,14,5,13270061
6935,14,543,4939757
6936,14,169,4528231
6937,14,618,4788228
6938,14,94,4788228
6939,14,48,4528231
6940,14,16,8002418
6941,14,438,9471530
6942,14,412,4528231
6943,14,454,4528231
6944,14,478,4939757
6945,14,378,13270061
6946,14,584,4939757
6947,14,161,4939757
6948,14,71,9471530
6949,14,11,7760393
6950,14,579,4528231
6951,14,22,9471530
6952,14,235,8002418
6953,14,408,14550934
6954,14,436,9471530
6955,14,394,4788228
6956,14,233,4939757
6957,14,684,8002418
6958,14,58,9471530
6959,14,148,4939757
6960,14,56,7872252
6961,14,158,8002418
6962,14,276,7760393
6963,14,437,4788228
6964,14,524,4788228
6965,14,246,13270061
6966,14,147,9471530
6967,14,462,13270061
6968,14,261,4939757
6969,14,288,7760393
6970,14,637,4939757
6971,14,544,7872252
6972,14,149,7872252
6973,14,307,4788228
6974,14,182,9471530
6975,14,580,9471530
6976,14,333,8478691
6977,14,686,9471530
6978,14,553,13270061
6979,14,593,4939757
6980,14,180,13270061
6981,14,604,8002418
6982,14,69,9471530
6983,14,120,14550934
6984,14,483,4939757
